All Transactions Activity Types

Account Activity for Individual Brokerage -4702 from 2024-07-17 to 2026-07-17

Total:,-1815.91

Activity/Trade Date,Transaction Date,Settlement Date,Activity Type,Description,Symbol,Cusip,Quantity #,Price $,Amount $,Commission,Category,Note
08/28/25,08/28/25,08/29/25,Sold Short,CALL SPOT   08/29/25   695.000,SPOT,--,-1.0,2.0,199.48,0.52,--,--
08/28/25,08/28/25,08/29/25,Sold To Close,CALL SNOW   08/29/25   220.000,SNOW,--,-2.0,17.28,3454.96,1.03,--,--
08/28/25,08/28/25,08/29/25,Bought To Cover,CALL SNOW   08/29/25   217.500,SNOW,--,2.0,19.68,-3937.03,1.03,--,--
08/28/25,08/28/25,08/29/25,Sold To Close,PUT  SNOW   08/29/25   175.000,SNOW,--,-1.0,0.01,0.48,0.52,--,--
08/28/25,08/28/25,08/29/25,Sold To Close,PUT  SNOW   08/29/25   175.000,SNOW,--,-1.0,0.01,0.48,0.52,--,--
08/28/25,08/28/25,08/29/25,Bought To Cover,PUT  SNOW   08/29/25   177.500,SNOW,--,1.0,0.02,-2.02,0.02,--,--
08/28/25,08/28/25,08/29/25,Bought To Cover,PUT  SNOW   08/29/25   177.500,SNOW,--,1.0,0.02,-2.02,0.02,--,--
08/28/25,08/28/25,08/29/25,Bought To Open,CALL SNOW   09/19/25   240.000,SNOW,--,1.0,6.29,-629.52,0.52,--,--
08/28/25,08/28/25,08/29/25,Sold Short,PUT  SNOW   09/19/25   235.000,SNOW,--,-1.0,10.25,1024.48,0.52,--,--
08/28/25,08/28/25,08/29/25,Bought To Open,PUT  SNOW   09/19/25   230.000,SNOW,--,1.0,7.84,-784.52,0.52,--,--
08/28/25,08/28/25,08/29/25,Sold Short,CALL SNOW   09/19/25   235.000,SNOW,--,-1.0,8.1,809.48,0.52,--,--
08/28/25,08/28/25,08/29/25,Sold To Close,CALL NVDA   08/29/25   195.000,NVDA,--,-1.0,0.07,6.48,0.52,--,--
08/28/25,08/28/25,08/29/25,Sold,NVIDIA CORPORATION UNSOLICITED TRADE,NVDA,--,-100.0,179.76,17975.98,0.0,--,--
08/28/25,08/28/25,08/29/25,Bought To Cover,CALL NVDA   08/29/25   192.500,NVDA,--,1.0,0.1,-10.02,0.02,--,--
08/28/25,08/28/25,08/29/25,Sold To Close,PUT  NVDA   08/29/25   170.000,NVDA,--,-1.0,0.23,22.48,0.52,--,--
08/28/25,08/28/25,08/29/25,Bought To Cover,PUT  NVDA   08/29/25   172.500,NVDA,--,1.0,0.19,-19.52,0.52,--,--
08/28/25,08/28/25,08/29/25,Sold To Close,PUT  NVDA   08/29/25   200.000,NVDA,--,-1.0,16.6,1659.48,0.52,--,--
08/28/25,08/28/25,08/28/25,Bought,NVIDIA CORPORATION,NVDA,--,100.0,210.0,-21000.0,0.0,--,--
08/28/25,08/28/25,08/27/25,Option Assigned,PUT  NVDA   08/29/25   210.000,NVDA,--,1.0,,0.0,0.0,--,--
08/27/25,08/27/25,08/28/25,Bought To Open,PUT  NVDA   08/29/25   200.000,NVDA,--,1.0,18.8,-1880.52,0.52,--,--
08/27/25,08/27/25,08/28/25,Sold Short,PUT  NVDA   08/29/25   210.000,NVDA,--,-1.0,28.2,2819.48,0.52,--,--
08/25/25,08/25/25,08/26/25,Bought To Open,PUT  NVDA   08/29/25   170.000,NVDA,--,1.0,1.93,-193.52,0.52,--,--
08/25/25,08/25/25,08/26/25,Sold Short,PUT  NVDA   08/29/25   172.500,NVDA,--,-1.0,2.6,259.48,0.52,--,--
08/25/25,08/25/25,08/26/25,Bought To Open,CALL NVDA   08/29/25   195.000,NVDA,--,1.0,1.4,-140.52,0.52,--,--
08/25/25,08/25/25,08/26/25,Sold Short,CALL NVDA   08/29/25   192.500,NVDA,--,-1.0,1.88,187.48,0.52,--,--
08/25/25,08/25/25,08/26/25,Sold Short,CALL SNOW   08/29/25   217.500,SNOW,--,-2.0,3.74,746.96,1.03,--,--
08/25/25,08/25/25,08/26/25,Bought To Open,CALL SNOW   08/29/25   220.000,SNOW,--,2.0,3.24,-649.03,1.03,--,--
08/25/25,08/25/25,08/26/25,Sold Short,PUT  SNOW   08/29/25   177.500,SNOW,--,-2.0,3.77,752.96,1.03,--,--
08/25/25,08/25/25,08/26/25,Bought To Open,PUT  SNOW   08/29/25   175.000,SNOW,--,2.0,3.17,-635.03,1.03,--,--
08/25/25,08/25/25,08/26/25,Bought To Open,CALL UP     09/19/25     2.500,UP,--,2.0,0.5,-101.03,1.03,--,--
08/25/25,08/25/25,08/26/25,Sold Short,CALL PLUG   09/19/25     2.000,PLUG,--,-3.0,0.08,22.44,1.55,--,--
08/25/25,08/25/25,08/22/25,Option Expired,CALL GRAB   08/22/25     5.500,GRAB,--,-4.0,,0.0,0.0,--,--
08/22/25,08/22/25,08/25/25,Sold To Close,PUT  ACHR   01/16/26    11.000,ACHR,--,-1.0,2.57,256.48,0.52,--,--
08/22/25,08/22/25,08/25/25,Bought To Cover,CALL ACHR   01/16/26    21.000,ACHR,--,1.0,0.43,-43.52,0.52,--,--
08/21/25,08/21/25,08/22/25,Sold Short,PUT  COIN   08/29/25   300.000,COIN,--,-1.0,9.77,976.48,0.52,--,--
08/21/25,08/21/25,08/22/25,Bought To Open,PUT  COIN   08/29/25   295.000,COIN,--,1.0,7.67,-767.52,0.52,--,--
08/20/25,08/20/25,08/21/25,Sold To Close,CALL OPEN   01/16/26     5.000,OPEN,--,-1.0,1.05,104.48,0.52,--,--
08/19/25,08/19/25,08/20/25,Sold Short,PUT  OPEN   10/17/25     3.500,OPEN,--,-1.0,1.05,104.48,0.52,--,--
08/19/25,08/19/25,08/20/25,Bought To Open,PUT  OKE    09/19/25    75.000,OKE,--,1.0,3.15,-315.52,0.52,--,--
08/19/25,08/19/25,08/20/25,Sold Short,PUT  OKE    09/19/25    80.000,OKE,--,-1.0,6.9,689.48,0.52,--,--
08/19/25,08/19/25,08/20/25,Sold To Close,CALL OPEN   01/16/26     5.000,OPEN,--,-1.0,1.25,124.48,0.52,--,--
08/19/25,08/19/25,08/20/25,Sold,TONIX PHARMACEUTICALS HLDG NEW UNSOLICITED TRADE,TNXP,--,-2.0,34.8,69.6,0.0,--,--
08/18/25,08/18/25,08/15/25,Option Expired,CALL NVTS   08/15/25    10.000,NVTS,--,-1.0,,0.0,0.0,--,--
08/18/25,08/18/25,08/15/25,Option Expired,CALL DNUT   08/15/25     5.000,DNUT,--,-2.0,,0.0,0.0,--,--
08/18/25,08/18/25,08/15/25,Option Expired,CALL FNGR   08/15/25     2.000,FNGR,--,-2.0,,0.0,0.0,--,--
08/18/25,08/18/25,08/15/25,Option Expired,CALL QBTS   08/15/25    20.000,QBTS,--,-1.0,,0.0,0.0,--,--
08/18/25,08/18/25,08/15/25,Option Expired,CALL REPL   08/15/25    12.500,REPL,--,-3.0,,0.0,0.0,--,--
08/18/25,08/18/25,08/15/25,Option Assigned,CALL PLTR   08/15/25   165.000,PLTR,--,1.0,,0.0,0.0,--,--
08/18/25,08/18/25,08/15/25,Option Exercised,CALL PLUG   08/15/25     1.500,PLUG,--,-3.0,,0.0,0.0,--,--
08/18/25,08/18/25,08/15/25,Option Exercised,CALL PLTR   08/15/25   170.000,PLTR,--,-1.0,,0.0,0.0,--,--
08/18/25,08/18/25,08/15/25,Option Expired,CALL GEVO   08/15/25     2.000,GEVO,--,-1.0,,0.0,0.0,--,--
08/18/25,08/18/25,08/18/25,Bought,PALANTIR TECHNOLOGIES INC CL A,PLTR,--,100.0,170.0,-17000.0,0.0,--,--
08/18/25,08/18/25,08/18/25,Bought,PLUG POWER INC,PLUG,--,300.0,1.5,-450.0,0.0,--,--
08/18/25,08/18/25,08/18/25,Sold,PALANTIR TECHNOLOGIES INC CL A,PLTR,--,-100.0,165.0,16499.98,0.0,--,--
08/15/25,08/15/25,08/18/25,Bought To Open,PUT  COST   09/19/25   935.000,COST,--,1.0,8.45,-845.52,0.52,--,--
08/15/25,08/15/25,08/18/25,Bought To Open,CALL COST   09/19/25  1005.000,COST,--,1.0,12.26,-1226.52,0.52,--,--
08/15/25,08/15/25,08/18/25,Sold Short,PUT  COST   09/19/25   940.000,COST,--,-1.0,9.52,951.48,0.52,--,--
08/15/25,08/15/25,08/18/25,Bought To Open,CALL COST   09/19/25  1005.000,COST,--,1.0,12.25,-1225.52,0.52,--,--
08/15/25,08/15/25,08/18/25,Bought To Open,PUT  COST   09/19/25   935.000,COST,--,1.0,8.51,-851.52,0.52,--,--
08/15/25,08/15/25,08/18/25,Sold Short,CALL COST   09/19/25  1000.000,COST,--,-1.0,13.95,1394.48,0.52,--,--
08/15/25,08/15/25,08/18/25,Sold Short,CALL COST   09/19/25  1000.000,COST,--,-1.0,13.95,1394.48,0.52,--,--
08/15/25,08/15/25,08/18/25,Sold Short,PUT  COST   09/19/25   940.000,COST,--,-1.0,9.55,954.48,0.52,--,--
08/15/25,08/15/25,08/18/25,Sold To Close,PUT  GM     08/15/25    52.500,GM,--,-1.0,0.01,0.48,0.52,--,--
08/15/25,08/15/25,08/18/25,Bought To Cover,PUT  GM     08/15/25    57.500,GM,--,1.0,0.61,-61.52,0.52,--,--
08/15/25,08/15/25,08/18/25,Sold To Close,CALL AMZN   09/19/25   225.000,AMZN,--,-1.0,10.65,1064.48,0.52,--,--
08/15/25,08/15/25,08/18/25,Bought To Cover,CALL AMZN   08/15/25   225.000,AMZN,--,1.0,5.55,-555.52,0.52,--,--
08/15/25,08/15/25,08/18/25,Sold,BITMINE IMMERSION TECHNOLOGIES UNSOLICITED TRADE,BMNR,--,-10.0,56.25,562.5,0.0,--,--
08/14/25,08/14/25,08/15/25,Bought To Cover,PUT  PLTR   08/15/25   150.000,PLTR,--,1.0,0.01,-1.02,0.02,--,--
08/14/25,08/14/25,08/15/25,Sold To Close,PUT  PLTR   08/15/25   145.000,PLTR,--,-1.0,0.01,0.48,0.52,--,--
08/14/25,08/14/25,08/15/25,Sold To Close,CALL SBET   08/15/25    20.000,SBET,--,-1.0,3.1,309.48,0.52,--,--
08/14/25,08/14/25,08/15/25,Sold To Close,CALL SBET   08/15/25    30.000,SBET,--,-1.0,0.19,18.48,0.52,--,--
08/14/25,08/14/25,08/15/25,Bought To Open,CALL SBET   08/15/25    20.000,SBET,--,1.0,2.69,-269.52,0.52,--,--
08/13/25,08/13/25,08/14/25,Sold To Close,CALL CLOV   08/15/25     2.500,CLOV,--,-2.0,0.15,28.96,1.03,--,--
08/13/25,08/13/25,08/14/25,Bought To Open,CALL CLOV   01/16/26     2.500,CLOV,--,2.0,0.65,-131.03,1.03,--,--
08/13/25,08/13/25,08/14/25,Sold To Close,CALL GEVO   08/15/25     5.000,GEVO,--,-1.0,0.01,0.48,0.52,--,--
08/13/25,08/13/25,08/14/25,Bought To Open,CALL GEVO   08/15/25     2.000,GEVO,--,1.0,0.1,-10.52,0.52,--,--
08/12/25,08/12/25,08/13/25,Bought To Open,CALL BBAI   01/15/27    17.000,BBAI,--,1.0,1.27,-127.52,0.52,--,--
08/12/25,08/12/25,08/13/25,Sold To Close,CALL BBAI   08/15/25     5.500,BBAI,--,-1.0,0.52,51.48,0.52,--,--
08/12/25,08/12/25,08/13/25,Sold To Close,CALL SOUN   01/16/26    15.000,SOUN,--,-1.0,3.7,369.48,0.52,--,--
08/07/25,08/07/25,08/08/25,Bought To Open,CALL SBET   08/15/25    30.000,SBET,--,1.0,0.55,-55.52,0.52,--,--
08/07/25,08/07/25,08/08/25,Sold To Close,CALL SBET   08/15/25    50.000,SBET,--,-1.0,0.15,14.48,0.52,--,--
08/06/25,08/06/25,08/07/25,Bought To Open,CALL GOSS   09/19/25     2.000,GOSS,--,2.0,0.3,-61.03,1.03,--,--
08/06/25,08/06/25,08/07/25,Bought,JOBY AVIATION INC UNSOLICITED TRADE,JOBY,--,19.0,18.895,-359.01,0.0,--,--
08/06/25,08/06/25,08/07/25,Bought,JOBY AVIATION INC UNSOLICITED TRADE,JOBY,--,1.0,18.9,-18.9,0.0,--,--
08/06/25,08/06/25,08/07/25,Bought To Open,CALL NVTS   09/19/25     8.000,NVTS,--,1.0,0.46,-46.52,0.52,--,--
08/06/25,08/06/25,08/07/25,Sold To Close,CALL NVTS   08/08/25     8.000,NVTS,--,-1.0,0.01,0.48,0.52,--,--
08/05/25,08/05/25,08/06/25,Bought To Open,CALL SIRI   01/15/27    35.000,SIRI,--,1.0,0.65,-65.52,0.52,--,--
08/01/25,08/01/25,08/04/25,Sold Short,PUT  PLTR   08/15/25   150.000,PLTR,--,-1.0,8.1,809.48,0.52,--,--
08/01/25,08/01/25,08/04/25,Bought To Open,CALL PLTR   08/15/25   170.000,PLTR,--,1.0,4.73,-473.52,0.52,--,--
08/01/25,08/01/25,08/04/25,Bought To Open,PUT  PLTR   08/15/25   145.000,PLTR,--,1.0,6.16,-616.52,0.52,--,--
08/01/25,08/01/25,08/04/25,Sold Short,CALL PLTR   08/15/25   165.000,PLTR,--,-1.0,6.25,624.48,0.52,--,--
07/31/25,07/31/25,07/31/25,Margin Interest,Thru 07/31/25 for 31 days,--,--,,,-44.76,0.0,--,--
07/30/25,07/30/25,07/31/25,Bought To Open,CALL REPL   08/15/25    12.500,REPL,--,3.0,0.15,-46.55,1.55,--,--
07/29/25,07/29/25,07/30/25,Sold To Close,CALL UUUU   01/16/26    12.000,UUUU,--,-1.0,1.41,140.48,0.52,--,--
07/29/25,07/29/25,07/30/25,Bought To Open,CALL FNGR   08/15/25     2.000,FNGR,--,2.0,0.25,-51.03,1.03,--,--
07/29/25,07/29/25,07/30/25,Bought To Open,CALL SQNS   10/17/25     4.000,SQNS,--,5.0,0.15,-77.58,2.58,--,--
07/28/25,07/28/25,07/29/25,Sold Short,PUT  IBM    11/21/25   255.000,IBM,--,-1.0,10.94,1093.48,0.52,--,--
07/28/25,07/28/25,07/29/25,Bought To Open,PUT  IBM    12/19/25   255.000,IBM,--,1.0,12.09,-1209.52,0.52,--,--
07/28/25,07/28/25,07/29/25,Bought To Open,CALL SBET   08/15/25    50.000,SBET,--,1.0,0.6,-60.52,0.52,--,--
07/28/25,07/28/25,07/25/25,Option Expired,CALL NIO    07/25/25     5.000,NIO,--,-3.0,,0.0,0.0,--,--
07/25/25,07/25/25,07/28/25,Bought To Open,CALL DNUT   08/15/25     5.000,DNUT,--,1.0,0.35,-35.52,0.52,--,--
07/24/25,07/24/25,07/25/25,Bought To Open,CALL WU     09/19/25    10.000,WU,--,2.0,0.3,-61.03,1.03,--,--
07/24/25,07/24/25,07/25/25,Sold Short,CALL IBM    11/21/25   265.000,IBM,--,-1.0,14.21,1420.48,0.52,--,--
07/24/25,07/24/25,07/25/25,Bought To Open,CALL IBM    12/19/25   265.000,IBM,--,1.0,15.91,-1591.52,0.52,--,--
07/23/25,07/23/25,07/24/25,Sold To Close,CALL OPEN   08/22/25     1.000,OPEN,--,-1.0,1.45,144.48,0.52,--,--
07/23/25,07/23/25,07/24/25,Sold To Close,PUT  OPEN   08/15/25     1.000,OPEN,--,-2.0,0.05,8.96,1.03,--,--
07/23/25,07/23/25,07/24/25,Bought To Cover,PUT  OPEN   08/15/25     3.000,OPEN,--,2.0,1.04,-209.03,1.03,--,--
07/23/25,07/23/25,07/24/25,Bought To Open,CALL DNUT   08/15/25     5.000,DNUT,--,1.0,1.1,-110.52,0.52,--,--
07/22/25,07/22/25,07/23/25,Bought To Open,CALL OPEN   08/22/25     1.000,OPEN,--,1.0,1.9,-190.52,0.52,--,--
07/21/25,07/21/25,07/22/25,Bought To Open,CALL NVTS   08/08/25     8.000,NVTS,--,1.0,1.5,-150.52,0.52,--,--
07/21/25,07/21/25,07/22/25,Bought To Open,CALL NVTS   08/15/25    10.000,NVTS,--,1.0,1.1,-110.52,0.52,--,--
07/21/25,07/21/25,07/22/25,Sold Short,CALL ACHR   01/16/26    21.000,ACHR,--,-1.0,1.26,125.48,0.52,--,--
07/21/25,07/21/25,07/22/25,Bought To Open,PUT  ACHR   01/16/26    11.000,ACHR,--,1.0,1.7,-170.52,0.52,--,--
07/21/25,07/21/25,07/22/25,Sold Short,CALL AMZN   08/15/25   225.000,AMZN,--,-1.0,10.25,1024.48,0.52,--,--
07/21/25,07/21/25,07/22/25,Bought To Open,CALL AMZN   09/19/25   225.000,AMZN,--,1.0,13.3,-1330.52,0.52,--,--
07/21/25,07/21/25,07/22/25,Bought To Open,CALL QBTS   08/15/25    20.000,QBTS,--,1.0,2.5,-250.52,0.52,--,--
07/21/25,07/21/25,07/22/25,Sold To Close,CALL QS     01/16/26    17.000,QS,--,-1.0,2.04,203.48,0.52,--,--
07/21/25,07/21/25,07/18/25,Option Expired,CALL QBTS   07/18/25    20.000,QBTS,--,-1.0,,0.0,0.0,--,--
07/21/25,07/21/25,07/18/25,Option Expired,CALL ACHR   07/18/25    14.000,ACHR,--,1.0,,0.0,0.0,--,--
07/21/25,07/21/25,07/18/25,Option Expired,PUT  ACHR   07/18/25     9.000,ACHR,--,-1.0,,0.0,0.0,--,--
07/18/25,07/18/25,07/21/25,Bought,BITMINE IMMERSION TECHNOLOGIES UNSOLICITED TRADE,BMNR,--,10.0,45.0,-450.0,0.0,--,--
07/18/25,07/18/25,07/21/25,Bought To Open,CALL LCID   01/16/26     4.000,LCID,--,2.0,0.4,-81.03,1.03,--,--
07/18/25,07/18/25,07/21/25,Sold Short,PUT  GM     08/15/25    57.500,GM,--,-1.0,4.76,475.48,0.52,--,--
07/18/25,07/18/25,07/21/25,Bought To Open,PUT  GM     08/15/25    52.500,GM,--,1.0,1.76,-176.52,0.52,--,--
07/18/25,07/18/25,07/21/25,Sold Short,PUT  OPEN   08/15/25     3.000,OPEN,--,-2.0,1.41,280.96,1.03,--,--
07/18/25,07/18/25,07/21/25,Bought To Open,PUT  OPEN   08/15/25     1.000,OPEN,--,2.0,0.11,-23.03,1.03,--,--
07/17/25,07/17/25,07/18/25,Bought To Open,CALL NIO    07/25/25     5.000,NIO,--,3.0,0.07,-22.55,1.55,--,--
07/17/25,07/17/25,07/18/25,Bought To Open,PUT  SOFI   10/17/25    17.000,SOFI,--,1.0,0.63,-63.52,0.52,--,--
07/17/25,07/17/25,07/18/25,Sold Short,CALL SOFI   10/17/25    30.000,SOFI,--,-1.0,0.72,71.48,0.52,--,--
07/17/25,07/17/25,07/18/25,Bought To Open,PUT  RGTI   09/19/25    16.000,RGTI,--,1.0,2.42,-242.52,0.52,--,--
07/17/25,07/17/25,07/18/25,Sold Short,CALL RGTI   09/19/25    22.000,RGTI,--,-1.0,1.62,161.48,0.52,--,--
07/17/25,07/17/25,07/18/25,Bought To Open,CALL OPEN   01/16/26     5.000,OPEN,--,2.0,0.47,-95.03,1.03,--,--
07/17/25,07/17/25,07/18/25,Sold To Close,CALL RGTI   07/18/25    15.000,RGTI,--,-1.0,1.6,159.48,0.52,--,--
07/17/25,07/17/25,07/18/25,Bought To Cover,CALL SBET   07/18/25    29.000,SBET,--,1.0,7.85,-785.52,0.52,--,--
07/17/25,07/17/25,07/18/25,Sold To Close,CALL SBET   07/18/25    25.000,SBET,--,-1.0,11.45,1144.48,0.52,--,--
07/17/25,07/17/25,07/18/25,Bought To Cover,CALL SBET   08/15/25    35.000,SBET,--,1.0,7.67,-767.52,0.52,--,--
07/17/25,07/17/25,07/18/25,Sold To Close,CALL SBET   08/15/25    20.000,SBET,--,-1.0,15.87,1586.48,0.52,--,--
07/16/25,07/16/25,07/17/25,Sold To Close,CALL SBET   08/15/25    15.000,SBET,--,-1.0,18.1,1809.48,0.52,--,--
07/16/25,07/16/25,07/17/25,Bought To Open,CALL SBET   08/15/25    20.000,SBET,--,1.0,14.5,-1450.52,0.52,--,--
07/16/25,07/16/25,07/17/25,Bought To Cover,CALL SBET   08/15/25    25.000,SBET,--,1.0,11.1,-1110.52,0.52,--,--
07/16/25,07/16/25,07/17/25,Sold Short,CALL SBET   08/15/25    35.000,SBET,--,-1.0,6.9,689.48,0.52,--,--
07/16/25,07/16/25,07/15/25,Option Expired,CALL SPY    07/15/25   624.000,SPY,--,-1.0,,0.0,0.0,--,--
07/15/25,07/15/25,07/16/25,Bought To Open,CALL SPY    07/15/25   624.000,SPY,--,1.0,0.8,-80.52,0.52,--,--
07/15/25,07/15/25,07/16/25,Bought To Open,CALL GRAB   08/22/25     5.500,GRAB,--,4.0,0.2,-82.06,2.06,--,--
07/14/25,07/14/25,07/15/25,Bought To Open,CALL SBET   07/18/25    25.000,SBET,--,1.0,1.72,-172.52,0.52,--,--
07/14/25,07/14/25,07/15/25,Sold Short,CALL SBET   07/18/25    29.000,SBET,--,-1.0,0.92,91.48,0.52,--,--
07/09/25,07/09/25,07/10/25,Bought,BIT DIGITAL INC UNSOLICITED TRADE,BTBT,--,100.0,3.55,-355.0,0.0,--,--
07/09/25,07/09/25,07/10/25,Bought To Open,CALL BBAI   08/15/25     5.500,BBAI,--,1.0,2.15,-215.52,0.52,--,--
07/09/25,07/09/25,07/10/25,Bought To Open,CALL PLUG   08/15/25     1.500,PLUG,--,1.0,0.51,-51.52,0.52,--,--
07/09/25,07/09/25,07/10/25,Bought To Open,CALL PLUG   08/15/25     1.500,PLUG,--,2.0,0.51,-103.03,1.03,--,--
07/09/25,07/09/25,07/10/25,Sold To Close,CALL BTBT   07/25/25     2.500,BTBT,--,-2.0,1.35,268.96,1.03,--,--
07/09/25,07/09/25,07/10/25,Bought To Open,CALL SBET   08/15/25    15.000,SBET,--,1.0,4.08,-408.52,0.52,--,--
07/09/25,07/09/25,07/10/25,Sold Short,CALL SBET   08/15/25    25.000,SBET,--,-1.0,1.68,167.48,0.52,--,--
07/08/25,07/08/25,07/09/25,Sold To Close,CALL QBTS   07/18/25    14.500,QBTS,--,-2.0,2.22,442.96,1.03,--,--
07/08/25,07/08/25,07/09/25,Bought To Open,CALL CLOV   08/15/25     2.500,CLOV,--,2.0,0.65,-131.03,1.03,--,--
07/07/25,07/07/25,07/08/25,Bought To Open,CALL BTBT   07/25/25     2.500,BTBT,--,2.0,1.0,-201.03,1.03,--,--
07/03/25,07/03/25,07/03/25,Dividend,NVIDIA CORPORATION DIVIDEND REINVESTMENT,NVDA,--,0.001,156.179,-0.15,0.0,--,--
07/03/25,07/03/25,07/03/25,Qualified Dividend,NVIDIA CORPORATION REC 07/03/25 PAY 07/03/25 RATE 0.00000000 QTY 0.00000000,NVDA,--,,,0.15,0.0,--,--
07/01/25,07/01/25,07/02/25,Bought To Open,CALL QBTS   07/18/25    14.500,QBTS,--,2.0,1.3,-261.03,1.03,--,--
06/30/25,06/30/25,06/30/25,Margin Interest,Thru 06/30/25 for 30 days,--,--,,,-35.18,0.0,--,--
06/23/25,06/23/25,06/20/25,Option Expired,CALL VRAR   06/20/25     3.000,VRAR,--,-1.0,,0.0,0.0,--,--
06/12/25,06/12/25,06/12/25,Dividend,MICROSOFT CORP DIVIDEND REINVESTMENT,MSFT,--,0.006,474.844,-2.52,0.0,--,--
06/12/25,06/12/25,06/12/25,Qualified Dividend,MICROSOFT CORP REC 06/12/25 PAY 06/12/25 RATE 0.00000000 QTY 0.00000000,MSFT,--,,,2.52,0.0,--,--
06/11/25,06/11/25,06/12/25,Bought To Open,CALL RGTI   07/18/25    15.000,RGTI,--,1.0,0.87,-87.52,0.52,--,--
06/11/25,06/11/25,06/12/25,Sold To Close,CALL RGTI   06/20/25    15.000,RGTI,--,-1.0,0.23,22.48,0.52,--,--
05/30/25,05/30/25,05/30/25,Margin Interest,Thru 05/31/25 for 31 days,--,--,,,-35.34,0.0,--,--
04/30/25,04/30/25,04/30/25,Margin Interest,Thru 04/30/25 for 30 days,--,--,,,-32.52,0.0,--,--
04/30/25,04/30/25,05/01/25,Bought To Open,CALL SOUN   01/16/26    15.000,SOUN,--,1.0,1.58,-158.52,0.52,--,--
04/30/25,04/30/25,05/01/25,Sold To Close,CALL SOUN   09/19/25    22.000,SOUN,--,-1.0,0.48,47.47,0.53,--,--
04/09/25,04/09/25,04/10/25,Sold To Close,CALL RGTI   05/16/25    20.000,RGTI,--,-1.0,0.07,6.47,0.53,--,--
04/09/25,04/09/25,04/10/25,Bought To Open,CALL RGTI   06/20/25    15.000,RGTI,--,1.0,0.66,-66.52,0.52,--,--
04/02/25,04/02/25,04/02/25,Dividend,NVIDIA CORPORATION DIVIDEND REINVESTMENT,NVDA,--,0.002,107.304,-0.15,0.0,--,--
04/02/25,04/02/25,04/02/25,Qualified Dividend,NVIDIA CORPORATION REC 04/02/25 PAY 04/02/25 RATE 0.00000000 QTY 0.00000000,NVDA,--,,,0.15,0.0,--,--
03/31/25,03/31/25,03/31/25,Margin Interest,Thru 03/31/25 for 31 days,--,--,,,-124.85,0.0,--,--
03/24/25,03/24/25,03/21/25,Option Expired,CALL BBAI   03/21/25    15.000,BBAI,--,1.0,,0.0,0.0,--,--
03/24/25,03/24/25,03/21/25,Option Exercised,PUT  BBAI   03/21/25     7.000,BBAI,--,-1.0,,0.0,0.0,--,--
03/24/25,03/24/25,03/24/25,Sold,BIGBEAR AI HLDGS INC,BBAI,--,-100.0,7.0,699.96,0.02,--,--
03/13/25,03/13/25,03/13/25,Adjustment,TRNSFR MARGIN TO CASH,--,--,,,-25.0,0.0,--,--
03/13/25,03/13/25,03/13/25,Adjustment,TRNSFR MARGIN TO CASH,--,--,,,25.0,0.0,--,--
03/13/25,03/13/25,03/13/25,Dividend,MICROSOFT CORP DIVIDEND REINVESTMENT,MSFT,--,0.007,380.643,-2.52,0.0,--,--
03/13/25,03/13/25,03/13/25,Qualified Dividend,MICROSOFT CORP REC 03/13/25 PAY 03/13/25 RATE 0.00000000 QTY 0.00000000,MSFT,--,,,2.52,0.0,--,--
03/12/25,03/12/25,03/12/25,Service Fee,MARGIN LIQUIDATION,--,--,,,-25.0,0.0,--,--
03/12/25,03/12/25,03/13/25,Sold,PALANTIR TECHNOLOGIES INC CL A UNSOLICITED TRADE,PLTR,--,-28.0,83.535,2313.91,25.07,--,--
03/03/25,03/03/25,02/28/25,Option Assigned,PUT  TQQQ   02/28/25    88.000,TQQQ,--,1.0,,0.0,0.0,--,--
03/03/25,03/03/25,02/28/25,Option Assigned,PUT  TQQQ   02/28/25    84.000,TQQQ,--,1.0,,0.0,0.0,--,--
03/03/25,03/03/25,02/28/25,Option Exercised,PUT  SPY    02/28/25   605.000,SPY,--,-1.0,,0.0,0.0,--,--
03/03/25,03/03/25,02/28/25,Option Exercised,PUT  TQQQ   02/28/25    81.000,TQQQ,--,-1.0,,0.0,0.0,--,--
03/03/25,03/03/25,02/28/25,Option Exercised,PUT  TQQQ   02/28/25    85.000,TQQQ,--,-1.0,,0.0,0.0,--,--
03/03/25,03/03/25,03/03/25,Sold,SPDR S&P 500 ETF TRUST,SPY,--,-100.0,605.0,60498.29,1.69,--,--
03/03/25,03/03/25,03/03/25,Bought,PROSHARES ULTRAPRO QQQ,TQQQ,--,100.0,88.0,-8800.0,0.0,--,--
03/03/25,03/03/25,03/03/25,Sold,PROSHARES ULTRAPRO QQQ,TQQQ,--,-100.0,85.0,8499.74,0.24,--,--
03/03/25,03/03/25,03/03/25,Sold,PROSHARES ULTRAPRO QQQ,TQQQ,--,-100.0,81.0,8099.75,0.23,--,--
03/03/25,03/03/25,03/03/25,Bought,PROSHARES ULTRAPRO QQQ,TQQQ,--,100.0,84.0,-8400.0,0.0,--,--
02/28/25,02/28/25,02/28/25,Margin Interest,Thru 02/28/25 for 28 days,--,--,,,-100.62,0.0,--,--
02/28/25,02/28/25,03/03/25,Sold,SPDR S&P 500 ETF TRUST UNSOLICITED TRADE,SPY,--,-100.0,587.445,58742.84,1.64,--,--
02/28/25,02/28/25,03/03/25,Sold To Close,PUT  SPY    02/28/25   597.000,SPY,--,-1.0,8.2,819.45,0.55,--,--
